SIRUTA LOCALITATE,SIRUTA LOC SUP,COD SIIIR,COD SIIIR SUP,COD SIRUES,COD FISCAL
95408,95391,2261105916,,546690,7347121
95408,95391,2251105219,,546597,-
97296,97241,2262103041,2261105251,549513,
95113,95088,2262103674,2261102533,997253 ,
95113,95088,2262103665,2261102533,554532,
96995,96940,2261104811,,1325964,17152780
95373,95355,2261104553,,546834,17166467
98676,98649,2262101125,2261105486,,
97161,97090,2262103389,2261105129,549329,
96316,96254,2262100852,2261105432,,
96931,96904,2262100445,2261106546,548985,
99502,99478,2262103905,2261106216,,
96771,96717,2262100617,2261106383,548727,
98346,98337,2261102628,,551085,17145499
98346,98337,2262103068,2261102628,551114 ,
98863,98827,2262100748,2261106062,,
95845,95792,2262102854,2261104666,,
96619,96593,2262101672,2261102732,,
96628,96593,2262101699,2261102732,,
96628,96593,2262101681,2261102732,,
97214,97189,2262100504,2261105735,549410,
98382,98373,2262103882,2261102619,1325782,
98382,98373,2252102926,2271107077,,
98382,98373,2261102619,,551140,17123539
98382,98373,2261105405,,844391,4541882
98382,98373,2262103873,2261102619,,17123520
96860,96815,2262100947,2261105147,548947 ,
96860,96815,2261105147,,548870,17192024
98881,98827,2262100757,2261106062,,
97303,97241,2262103023,2261105251,549525,
99744,99673,2262106917,2261106614,,
99753,99673,2262100323,2261106614,553409,
96174,96147,2262101731,2261106139,,
99352,99290,2262100983,2261104865,552651,
98872,98827,2262100793,2261106062,1189695,
98872,98827,2261106062,,551891,17130536
96780,96717,2262100594,2261106383,,
98444,98435,2261104508,,551243,17140777
98514,98505,2262101229,2261105848,551413 ,
98514,98505,2261105848,,551346,17130560
98293,98257,2262100291,2261106302,551023,
98293,98257,2262100282,2261106302,,
95596,95499,2262100902,2261106605,554348,
98612,98603,2261102524,,551798,17150266
98612,98603,2262101274,2261102524,970009 ,
98612,98603,2262101265,2261102524,551827,
98658,98649,2261105486,,551451,17192032
98006,97919,2262101609,2261106478,550615,
97857,100335,2261102542,,550380,17152763
99637,100344,2262101568,2261104838,553019 ,
99637,100344,2261104838,,552948,17140815
98694,98685,2262104214,2261105269,551528,
98694,98685,2262104173,2261105269,,1136210
98694,98685,2252102908,2271107077,997435,
98694,98685,2261105269,,551645,551645
98694,98685,2262104191,2261105269,551578,
98694,98685,2262104205,2261105269,,
99833,99780,2262100133,2261106338,,
95603,95499,2261106605,,554403,17140637
95248,95239,2261105717,,554685,17140718
95248,95239,2262103796,2261105717,554764,
98809,98774,2261105495,,551736,17126462
98970,98916,2262101514,2261105613,552053,
95774,95747,2262106858,2261105839,,
98747,98738,2261104544,,551657,17155670
99646,100344,2262101577,2261104838,552950,
99646,100344,2262106876,2261104838,,
98729,98685,2262104182,2261105269,551542,
96236,96192,2262104277,2261104571,,
98783,98774,2252102894,2251105219,,
98783,98774,2261105079,,551712,14153063
98783,98774,2262103154,2261105079,551750 ,
99762,99673,2262104449,2261104693,,
95202,95159,2262106831,2261102569,,
95211,95159,2262101437,2261102569,,
95916,95872,2261105102,,547345,17130382
98890,98827,2262100739,2261106062,,
99361,99290,2262101012,2261104865,552687,
97376,97321,2262100169,2261106103,,
97376,97321,2262100178,2261106103,,
97385,97321,2262100187,2261106103,,
95854,95792,2261104666,,547242,17140670
98925,98916,2262103552,2261106415,552077,
98925,98916,2261106415,,552003,17179424
95649,95612,2261106225,,546963,17145421
95649,95612,2262100264,2261106225,547010,
98836,98827,2262100784,2261106062,551865,
100246,100219,2262101446,2261105893,554245,
98426,98373,2262103855,2261102619,551190,
99003,98998,2262103986,2261102714,997564,
99003,98998,2262103977,2261102714,552182,
99003,98998,2261102714,,552132,17193836
97223,97189,2262100481,2261105735,,
99067,99058,2261105952,,552259,17169447
99110,99101,2262101844,2261105016,552388,
99110,99101,2261105016,,552314,14152980
96325,96254,2262100843,2261105432,,
96879,96815,2262100938,2261105147,,
96879,96815,2262100929,2261105147,,
98907,98827,2262100775,2261106062,,
99156,99101,2262101817,2261105016,552352,
100255,100219,2261204922,,223222831,15802029 (asociatie)
100255,100219,2262101455,2261105893,554233,
100255,100219,2261105893,,554219,17161028
98097,98051,2262101211,2261105685,,
95453,95391,2262103448,2261106632,546793,
95453,95391,2261106632,,546626,17140572
95970,95943,2262100549,2261105866,547486,
95738,95667,2262100377,2261105527,,
97036,97009,2262103109,2261106356,3070551,
97045,97009,2262103095,2261106356,549161,
96414,96370,2262103828,2261106148,548272,
100068,100004,2262102203,2261104494,553904,
99913,99879,2262101048,2261105043,1148366,
99030,98998,2261102587,,552156,17193844
99030,98998,2262100635,2261102587,552170,
99030,98998,2262100644,2261102587,552211,
99174,99165,2261105233,,552429,14153101
99094,99058,2261106288,,552273,17169439
99593,99539,2262102135,2261106157,553186,
99218,99209,2261106008,,552493,17145367
99469,99441,2262101636,2261106709,,
99469,99441,2262101618,2261106709,,
99307,99290,2261104865,,552625,17140823
96245,96192,2262102759,2261104571,,
96245,96192,2262102768,2261104571,,
99389,99370,2262102085,2261105174,552833,
99389,99370,2261105174,,552766,17140831
95989,95943,2262100558,2261105866,,
95925,95872,2262101333,2261104707,547395,
99450,99441,2261106709,,1148330,17155700
99450,99441,2262101627,2261106709,552895,
96799,96717,2262103204,2261106383,,
99487,99478,2261106216,,553045,17075784
95275,95239,2262103801,2261105717,554714,
95480,95471,2261105907,,546925,17126489
95480,95471,2261106406,,546901,4701223
95480,95471,2261105301,,222054469,32224251
95480,95471,2262104286,2261105301,,
95480,95471,2261105518,,3011763,7685840
95480,95471,2261104942,,1164774,4541122
95480,95471,2261105509,,546896,546896
95480,95471,2261105667,,546937,4541114
95480,95471,2252102935,2271107077,,
95480,95471,2262104087,2261104942,,
95131,95088,2262103692,2261102533,554518,
95131,95088,2262103656,2261102533,,
99548,99539,2262102153,2261106157,553253,
99548,99539,2262102144,2261106157,553215,
99548,99539,2262102171,2261106157,553239,
99548,99539,2261106157,,553150,17140599
95300,95293,2262106944,2261105857,,
95300,95293,2261205412,,223215735,35192472
95300,95293,2261105857,,554776,17182667
99995,99968,2261102723,,553801,17130366
99995,99968,2262101464,2261102723,553837,
97054,97009,2261100056,,549147,17145332
95998,95943,2262100585,2261105866,547539,
99619,99600,2261102506,,552912,17145480
99619,99600,2262102447,2261102506,552998,
98989,98916,2262101473,2261105613,552065,
99851,99780,2262102492,2261106338,,
99682,99673,2261106614,,553318,17150274
99799,99780,2261106338,,553497,17145464
99799,99780,2252102953,2271107077,1135553,
99799,99780,2262100115,2261106338,553576,
99888,99879,2261105043,,553655,17179408
99888,99879,2262101057,2261105043,553100,
98578,98505,2262101238,2261105848,551401,
99931,99922,2261105183,,1148378,17166530
99931,99922,2262101749,2261105183,553772,
99511,99478,2262103891,2261106216,,
95934,95872,2262102284,2261105224,547383,
96049,96003,2262101559,2261105884,547606,
98015,97919,2262104268,2261100029,,
98765,98738,2262103561,2261104544,1148275,
97900,97875,2262101889,2261100038,550469,
99771,99673,2262104458,2261104693,,
98024,97919,2262104232,2261100029,550627,
95284,100353,2261104485,,1147881,17140769
95863,95792,2262102845,2261104666,,
96575,96478,2262102967,2261104829,548387,
97312,97241,2262103032,2261105251,1148110,
99977,99968,2262103086,2261106035,553813,
99977,99968,2261106035,,553784,14153080
98818,98774,2262100418,2261105495,,
100200,100148,2262103326,2261105138,,
98587,98505,2262101342,2261105694,551425 ,
98587,98505,2261105694,,551360,17130552
100095,100086,2261106695,,553978,14153012
98104,98051,2262101197,2261105685,,
100013,100004,2262102221,2261104494,553928,
100013,100004,2261104494,,553849,17152801
95140,95088,2262103647,2261102533,554556,
99655,99600,2262102429,2261102506,552962,
100157,100148,2262103276,2261105138,554142,
100157,100148,2261105138,,3072470,11350290
100157,100148,2252102885,2271107077,1135565,
95337,95293,2262100237,2261105857,554817,
95337,95293,2262100201,2261105857,,
100139,100086,2262101075,2261106695,554013,
100228,100219,2261105192,,554207,17161036
100228,100219,2262100689,2261105192,554269,
95658,95612,2262100246,2261106225,546975,
98042,97919,2262104241,2261100029,,
99664,99600,2262102438,2261102506,552974,
99049,98998,2262103968,2261102714,552168,
96584,96478,2262101993,2261105337,548351,
96806,96717,2262104413,2261106383,548753,
96183,96147,2262101713,2261106139,,
97768,97722,2261105925,,550225,17130412
111603,111587,2562100888,2561102031,590093,
113947,113929,2562101143,2561101577,590809,
111024,111006,2562101292,2561102429,587955,
111462,111444,2562101161,2561102049,590029,
112352,112334,2562100418,2561101898,588595,
109933,109924,2552102591,2571102131,,
109933,109924,2561102189,,591023,6849758
109933,109924,2562100897,2561102189,962648,
109933,109924,2561201765,,255793237,25586291
110303,110296,2561102465,,590897,29080814
110312,110296,2562101039,2561102465,587618,
112487,112469,2562100965,2561100029,588648,
110465,110456,2561101948,,589733,29164141
111881,111863,2562101446,2561101808,255883751,
110544,110535,2561102117,,589757,28997526
113019,112995,2562100264,2561102212,588909,
110580,110571,2561102239,,589783,29160549
111934,111916,2562100861,2561102388,590196,
110697,110688,2561101758,,589824,29003056
110704,110688,2562100816,2561101758,587826,
113028,112995,2562100255,2561102212,588911,
111514,111480,2562100748,2561101731,590055,
112094,112076,2562100635,2561102361,590251,
113867,114060,2561101627,,590768,29134221
110759,110740,2561102221,,589848,29156246
110839,110820,2561101396,,589862,29083993
110884,110875,2561102492,,589886,29154687
110250,110232,2562101125,2561101912,587591,
111033,111006,2562101306,2561102429,589941,
110955,110946,2561101568,,589903,29261160
111890,111863,2562101437,2561101808,590172,
111015,111006,2561102429,,589939,29123010
111104,111097,2562100151,2561101704,589953,
112003,111989,2562100698,2561101957,977368,
111300,111275,2562100766,2561101541,588105,
112405,112370,2562100793,2561102171,588612,
109844,109826,2561101523,,589587,28979953
110134,110116,2562100499,2561102456,25589642,
112566,112548,2562100332,2561101645,590354,
111239,111220,2561102483,,589977,29059685
112691,112664,2562100662,2561102203,,
110143,110116,2562100472,2561102456,,
110367,110296,2562101066,2561102465,587644,
111701,111685,2562100341,2561102343,588284,
111284,111275,2561101541,,589989,29122499
111319,111275,2562102637,2561101541,,
111426,111417,2561102275,,590005,28949987
110615,110571,2562100133,2561102239,589795,
113992,113974,2562100992,2561102162,589408,
110376,110296,2562101012,2561102465,589707,
110964,110946,2562101256,2561101568,589915,
111453,111444,2561102049,,591061,4426433
111471,111444,2562101179,2561102049,588181,
112575,112548,2562100305,2561101645,590366,
112307,112263,2562100617,2561102248,588557,
110385,110296,2562101342,2561102465,589719,
111569,111550,2561101419,,590926,29138517
111499,111480,2561101731,,590914,29192281
110553,110535,2562100576,2561102117,589769,
113420,113395,2562100608,2561102067,590627,
109782,109773,2561101586,,591176,29024547
109782,109773,2561101984,,591102,4426522
109782,109773,2561102144,,779924,4337573
109782,109773,2561100038,,589472,29013947
109782,109773,2531100059,,593758,12789456
109782,109773,2561101681,,589460,29023550
109782,109773,2571102131,,593746,12850099
109782,109773,2561102515,,590859,29013874
109782,109773,2561101514,,962612,29045019
109782,109773,2561102108,,591085,4426590
109782,109773,2562102542,2561102126,,
109782,109773,2561101966,,591126,29013653
109782,109773,2561102058,,1134016,29157314
109782,109773,2561102293,,589513,29028948
109782,109773,2561200289,,,25570252
109782,109773,2541101617,,11389331,18895782
109782,109773,2561101835,,1149528,29040950
109782,109773,2561101609,,12266013,29288107
109782,109773,2561102474,,591279,29029099
109782,109773,2562100454,2561102474,591293,
109782,109773,2521100045,,587424,4337522
109782,109773,2562101265,2561101351,,
109782,109773,2562101003,2561102126,,
109782,109773,2561101794,,591011,4426530
109782,109773,2561101975,,359372,29153622
109782,109773,2562102587,2561102515,,
109782,109773,2561101903,,792249,4337514
109782,109773,2562100445,2561102474,591267,
109782,109773,2561102307,,589484,29134744
109782,109773,2561102316,,589496,29031218
109782,109773,2561101387,,113596,4426689
109782,109773,2561200271,,,25570244
109782,109773,2562100436,2561101681,591229,
109782,109773,2562101188,2561101663,5912811,
109782,109773,2561102402,,590847,29024571
109782,109773,2561101862,,1138880,29040917
109782,109773,2561101351,,589458,29116349
109782,109773,2562100427,2561101681,,
109782,109773,2561101378,,591009,4484531
109782,109773,2581102412,,948721,23257284
109782,109773,2561101663,,591281,29013149
109782,109773,2561102352,,591097,4426620
109782,109773,2561102126,,1196399,29003803
109782,109773,2561102334,,962624,29066500
109782,109773,2561101921,,1220279,29024520
109782,109773,2561102447,,591138,29013645
109782,109773,2561101401,,1138933,18737570
109782,109773,2561102646,,,30626198
112931,112904,2562101428,2561101871,590512,
109871,109826,2562101197,2561101523,587462,
111596,111587,2561102031,,590081,29250528
112940,112904,2561101871,,590524,29254139
109880,109826,2562100843,2561101654,589599,
112254,112245,2561101595,,590287,29056271
111694,111685,2561102343,,590110,29162124
113082,112995,2562100237,2561102212,588959,
111337,111275,2562100531,2561101541,588129,
111710,111685,2562100359,2561102343,588296,
111792,111783,2561101785,,590938,29151761
111578,111550,2562100291,2561101419,590079,
113091,112995,2562100246,2561102212,5793303,
113876,114060,2562100671,2561101627,589355,
111872,111863,2561101808,,5901581,28996679
111872,111863,2562101455,2561101808,251149580,
111925,111916,2561102388,,590184,29143343
111998,111989,2561101957,,590201,29296592
112049,112030,2561101713,,590225,28987816
111042,111006,2562100065,2561102429,587967,
110562,110535,2562100567,2561102117,589771,
112496,112469,2562100956,2561100029,588650,
112496,112469,2561102085,,832099,4675442
112085,112076,2561102361,,590249,29047044
112138,112129,2561102094,,590263,28982746
112272,112263,2561102248,,590299,28997488
112343,112334,2561101898,,590304,29078008
111346,111275,2562100558,2561101541,588131,
112389,112370,2561102171,,590316,29504855
110394,110296,2562101021,2561102465,587656,
112762,112744,2562101473,2561101636,5904331,
112058,112030,2562101202,2561101713,590237,
113796,113732,2562100201,2561101699,590720,
112628,112600,2562100074,2561101817,588715,
112637,112600,2562100083,2561101817,590407,
112478,112469,2561100029,,590330,28971372
112557,112548,2561101645,,590342,29175191
112584,112548,2562100323,2561101645,590378,
112593,112548,2562100314,2561101645,590380,
110848,110820,2562102551,2561101396,589874,
111355,111275,2562101672,2561101541,589991,
111051,111006,2562101333,2561102429,587979,
112619,112600,2561101817,,590392,291695459
110161,110116,2562100504,2561102456,587553,
110900,110875,2562100377,2561102492,587905,
110919,110875,2562100386,2561102492,589898,
110928,110875,2562100395,2561102492,587917,
110857,110820,2562102569,2561101396,587888,
112673,112664,2561102203,,590419,28972050
109979,109924,2562100902,2561102189,,
109988,109924,2562100911,2561102189,589616,
110269,110232,2562101116,2561101912,589666,
113689,113625,2562101211,2561100011,590691,
112753,112744,2561101636,,59043311,29046480
110036,110027,2561102022,,589628,29041017
113714,113698,2562101084,2561102076,,
112780,112771,2561102438,,590457,29023665
110278,110232,2562101107,2561101912,589678,
110072,110063,2561102379,,591475,29056379
110072,110063,2561102013,,591035,4675477
110072,110063,2562102578,2561102379,,
110072,110063,2561102153,,1254622,4484558
110072,110063,2561102198,,5945176,29062990
110072,110063,2561102284,,1163615,29062052
110072,110063,2552100725,2571102131,1254646,
110072,110063,2581102611,,5910351,33788194
112110,112076,2562100626,2561102361,588454,
111907,111863,2562101464,2561101808,588387,
