COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,str,wikidata
,1262101503,1261103785,120442246,58357,58366,1262101503,CLUJ,,,,"ȘCOALA PRIMARĂ ""ȘTEFAN BODEA"" GHERMĂNEȘTI, COM. MĂGURI RĂCĂTĂU",SCOALA PRIMARA STEFAN BODEA GHERMANESTI COM MAGURI RACATAU,MĂGURI-RĂCĂTĂU,,204,
13024745,3861100691,,1125223,170346,170355,3861100691,VÂLCEA,,,,LICEUL TEORETIC GRADISTEA,LICEUL TEORETIC GRADISTEA,GRĂDIŞTEA,,,
29092282,3561101326,,708016,155494,155500,3561101326,TIMIŞ,45.7956582,20.7186694,21,GRADINITA CU PROGRAM PRELUNGIT ORAS JIMBOLIA,GRADINITA CU PROGRAM PRELUNGIT ORAS JIMBOLIA,JIMBOLIA,2703554238,REPUBLICII,
,1662101307,1661105252,,73102,73111,1662101307,DOLJ,,,,GRADINITA CU PROGRAM NORMAL MELINESTI,GRADINITA CU PROGRAM NORMAL MELINESTI,MELINEŞTI,,,
29075559,2961102649,,638194,133508,133553,2961102649,PRAHOVA,,,375,"ȘCOALA GIMNAZIALĂ, SAT POTIGRAFU, COMUNA GORGOTA",SCOALA GIMNAZIALA SAT POTIGRAFU COMUNA GORGOTA,POTIGRAFU,,PRINCIPALĂ,
,3162103922,3161100783,,141722,141740,3162103922,SĂLAJ,,,215,ȘCOALA GIMNAZIALĂ COSNICIU DE JOS,SCOALA GIMNAZIALA COSNICIU DE JOS,COSNICIU DE JOS,,Principală,
,0462100551,0461108093,,24089,24178,0462100551,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 1 VLADNIC,GRADINITA CU PROGRAM NORMAL NR 1 VLADNIC,VLADNIC,,,
,2462102833,2461100971,,107662,107706,2462102833,MARAMUREŞ,,,,SCOALA GIMNAZIALA ILBA,SCOALA GIMNAZIALA ILBA,ILBA,,,
29043425,4061207181,,408013998,179132,179196,4061207181,MUNICIPIUL BUCUREŞTI,,,145 B,"Grădinița cu Program Prelungit ""Orhideea Kids""",GRADINITA CU PROGRAM PRELUNGIT ORHIDEEA KIDS,BUCUREŞTI SECTORUL 6,,Plevnei,
4426808,0661100702,,1180728,32394,32401,0661100702,BISTRIŢA-NĂSĂUD,,,18-20,LICEUL TEORETIC SANITAR BISTRIȚA,LICEUL TEORETIC SANITAR BISTRITA,BISTRIŢA,,Republicii,
29021001,2961102319,,639124,134899,134906,2961102319,PRAHOVA,,,369,"ȘCOALA GIMNAZIALĂ ""MITROPOLIT PIMEN GEORGESCU"", COMUNA PROVIȚA DE SUS",SCOALA GIMNAZIALA MITROPOLIT PIMEN GEORGESCU COMUNA PROVITA DE SUS,PROVIŢA DE SUS,,PRINCIPALĂ,
19091352,0661100878,,374695,33435,33444,0661100878,BISTRIŢA-NĂSĂUD,,,221,LICEUL TEHNOLOGIC LECHINȚA,LICEUL TEHNOLOGIC LECHINTA,LECHINŢA,,Poștei,
15938196,3361102909,,6917889,146502,146511,3361102909,SUCEAVA,,,28,SCOALA PROFESIONALA SPECIALA CAMPULUNG MOLDOVENESC,SCOALA PROFESIONALA SPECIALA CAMPULUNG MOLDOVENESC,CÂMPULUNG MOLDOVENESC,,CIPRIAN PORUMBESCU,
,0162104623,0161104519,,1696,1703,0162104623,ALBA,,,10,"GRADINITA CU PROGRAM PRELUNGIT ""PRICHINDEL"" CUGIR",GRADINITA CU PROGRAM PRELUNGIT PRICHINDEL CUGIR,CUGIR,,NICOLAE BALCESCU,
,3562103301,3561101398,1231242,158859,158877,3562103301,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL NERAU COM.TEREMIA MARE,GRADINITA CU PROGRAM NORMAL NERAU COM TEREMIA MARE,NERĂU,,,
29152503,3561100135,,1151313,155243,155252,3561100135,TIMIŞ,,,2,GRADINITA CU PROGRAM PRELUNGIT NR.32 MUN.TIMISOARA,GRADINITA CU PROGRAM PRELUNGIT NR 32 MUN TIMISOARA,TIMIŞOARA,,C-tin Brailoiu,
,0162104971,0161102648,,8014,8078,0162104971,ALBA,,,34,GRADINITA CU PROGRAM NORMAL MARTINIE,GRADINITA CU PROGRAM NORMAL MARTINIE,MĂRTINIE,,PRINCIPALA,
9055476,1561105828,,1090973,65342,65351,1561105828,DÂMBOVIŢA,,,7,GRĂDINIȚA CU PROGRAM PRELUNGIT ”RAZA DE SOARE” TÂRGOVIȘTE,GRADINITA CU PROGRAM PRELUNGIT RAZA DE SOARE TARGOVISTE,TÂRGOVIŞTE,,"Vasilescu Alexandru, profesor",
30230290,0561201562,,502888,31716,31725,0561201562,BIHOR,,,788,GRĂDINIŢA CU PROGRAM PRELUNGIT SMILES TILEAGD,GRADINITA CU PROGRAM PRELUNGIT SMILES TILEAGD,TILEAGD,,Gării,
,3862103138,3861105262,,168755,168782,3862103138,VÂLCEA,,,,SCOALA PRIMARA GAUJANI,SCOALA PRIMARA GAUJANI,GĂUJANI,,,
,0462107011,0461108003,,26029,26038,0462107011,BACĂU,,,,GRADINITA CU PROGRAM NORMAL URECHESTI,GRADINITA CU PROGRAM NORMAL URECHESTI,URECHEŞTI,,,
,1362102796,1361101949,,60570,60589,1362102796,CONSTANŢA,,,0,GRĂDINIŢA CU PROGRAM NORMAL LAZU,GRADINITA CU PROGRAM NORMAL LAZU,LAZU,,SIMION BARNUTIU,
,0462102535,0461106557,,23494,23617,0462102535,BACĂU,,,,SCOALA PRIMARA ROTARIA,SCOALA PRIMARA ROTARIA,ROTĂRIA,,,
,3362102217,3361104151,,146539,146548,3362102217,SUCEAVA,,,FN,GRADINITA CU PROGRAM NORMAL NR. 5 FALTICENI,GRADINITA CU PROGRAM NORMAL NR 5 FALTICENI,FĂLTICENI,,SOLDANESTI,
18260437,3361100215,,1253290,146539,146548,3361100215,SUCEAVA,,,13,"SCOALA GIMNAZIALA ""I. CIUREA"" FALTICENI",SCOALA GIMNAZIALA I CIUREA FALTICENI,FĂLTICENI,,13.dec,
,0462102024,0461107169,,22059,22077,0462102024,BACĂU,,,,SCOALA PRIMARA BALCA,SCOALA PRIMARA BALCA,BÂLCA,,,
,3862103165,3861100949,,167794,167874,3862103165,VÂLCEA,,,,SCOALA GIMNAZIALA VALEA LUI STAN,SCOALA GIMNAZIALA VALEA LUI STAN,VALEA LUI STAN,,,
28278881,0661101472,,376239,35090,35143,0661101472,BISTRIŢA-NĂSĂUD,,,724A,ȘCOALA GIMNAZIALĂ TUREAC,SCOALA GIMNAZIALA TUREAC,TUREAC,,Principală,
,3362106058,3361108232,,149290,149307,3362106058,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL NR. 3 MARGINEA,GRADINITA CU PROGRAM NORMAL NR 3 MARGINEA,MARGINEA,,,
,1762102487,1761100874,,75819,75837,1762102487,GALAŢI,,,,"SCOALA GIMNAZIALA ""SMARANDA BRAIESCU"", SAT HANTESTI, COMUNA BUCIUMENI",SCOALA GIMNAZIALA SMARANDA BRAIESCU SAT HANTESTI COMUNA BUCIUMENI,HĂNŢEŞTI,,,
,0362101653,0361100082,,13490,13506,0362101653,ARGEŞ,,,111,ȘCOALA PRIMARĂ GRĂDIȘTE,SCOALA PRIMARA GRADISTE,CÂMPULUNG,,MAREŞAL ION ANTONESCU,
,0462106227,0461106001,,20466,20475,0462106227,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 2 MARGINENI,GRADINITA CU PROGRAM NORMAL NR 2 MARGINENI,MĂRGINENI,,,
,0362101124,0361104181,,14165,14254,0362101124,ARGEŞ,,,1,ȘCOALA GIMNAZIALĂ VALEA LUI ENACHE,SCOALA GIMNAZIALA VALEA LUI ENACHE,VALEA LUI ENACHE,,PRINCIPALĂ,
,1362104301,1361101646,,61005,61050,1362104301,CONSTANŢA,,,4,ŞCOALA PRIMARĂ NR. 2 VLAHII,SCOALA PRIMARA NR 2 VLAHII,VLAHII,,BISERICII,
,1262104361,1261102739,,54975,54984,1262104361,CLUJ,46.7698987,23.5683205927498,9,"GRĂDINIȚA CU PROGRAM NORMAL ""LICURICI"" - STRUCTURA 2 CLUJ-NAPOCA",GRADINITA CU PROGRAM NORMAL LICURICI  STRUCTURA 2 CLUJ NAPOCA,CLUJ-NAPOCA,280437274,Toduţă Sigismund,
,3462102568,3461100055,,152902,152911,3462102568,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL DRĂGĂNEȘTI-VLAȘCA,GRADINITA CU PROGRAM NORMAL DRAGANESTI VLASCA,DRĂGĂNEŞTI-VLAŞCA,,,
,3862104944,3861100818,,172377,172439,3862104944,VÂLCEA,,,,SCOALA GIMNAZIALA URSI/POPESTI,SCOALA GIMNAZIALA URSI/POPESTI,URŞI,,,
,3562102268,3561106548,,158109,158118,3562102268,TIMIŞ,,,,GRADINITA CU PROGRAM PRELUNGITCOM.PERIAM,GRADINITA CU PROGRAM PRELUNGITCOM PERIAM,PERIAM,,,
,3962102678,3961100979,,178689,178705,3962102678,VRANCEA,,,56,GRADINITA CU PROGRAM NORMAL BECIU,GRADINITA CU PROGRAM NORMAL BECIU,BECIU,,G-ral Artur Vaitoianu,
,3762106753,3761107442,,163734,163743,3762106753,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1, SAT DUMEȘTI",GRADINITA CU PROGRAM NORMAL NR 1 SAT DUMESTI,DUMEŞTI,,,
,1862102902,1861106327,,79932,80034,1862102902,GORJ,,,,"SCOALA PRIMARA VALUTA, CRUSET",SCOALA PRIMARA VALUTA CRUSET,VĂLUŢA,,,
4567904,3461101255,,694253,151790,151807,3461101255,TELEORMAN,,,148,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 4 ALEXANDRIA,GRADINITA CU PROGRAM PRELUNGIT NR 4 ALEXANDRIA,ALEXANDRIA,,ALEXANDRU GHICA,
3627005,2461101149,,584630,106318,106327,2461101149,MARAMUREŞ,,,43,"COLEGIUL TEHNIC ""ANGHEL SALIGNY"" BAIA MARE",COLEGIUL TEHNIC ANGHEL SALIGNY BAIA MARE,BAIA MARE,,PROGRESULUI,
,2262102492,2261106338,,99780,99851,2262102492,IAŞI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, TUNGUJEI",GRADINITA CU PROGRAM NORMAL TUNGUJEI,TUNGUJEI,,,
12567654,0561101519,,1218068,26564,26573,0561101519,BIHOR,,,75,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.56 ORADEA,GRADINITA CU PROGRAM PRELUNGIT NR 56 ORADEA,ORADEA,,Liszt Ferencz,
20404976,0761105072,,967222,35731,35740,0761105072,BOTOŞANI,47.74507715,26.6478023021671,5,GRADINITA CU PROGRAM PRELUNGIT NR 19 BOTOSANI,GRADINITA CU PROGRAM PRELUNGIT NR 19 BOTOSANI,BOTOŞANI,453952717,PRIETENIEI,
,3162102003,3161104362,,142881,142907,3162102003,SĂLAJ,,,64,GRĂDINIȚA CU PROGRAM NORMAL ILIȘUA,GRADINITA CU PROGRAM NORMAL ILISUA,ILIŞUA,,Principală,
17344157,3061102497,,652918,179873,137201,3061102497,SATU MARE,,,,"ȘCOALA GIMNAZIALĂ ""CSURY BALINT"" AGRIȘ",SCOALA GIMNAZIALA CSURY BALINT AGRIS,AGRIŞ,,"AGRISU NOU, NR. 65",
,0362100385,0361104041,,15901,15929,0362100385,ARGEŞ,,,1,ȘCOALA PRIMARĂ JUPÂNEȘTI,SCOALA PRIMARA JUPANESTI,JUPÂNEŞTI,,PRINCIPALĂ,
17728980,3261100135,,320674617,144615,144624,3261100135,SIBIU,,,49,SCOALA GIMNAZIALA HOGHILAG,SCOALA GIMNAZIALA HOGHILAG,HOGHILAG,,Principala,
24006116,0861100355,,396930,41701,41710,0861100355,BRAŞOV,,,13-15,Școala Gimnazială 'Bethlen Samuel' Racoș,SCOALA GIMNAZIALA BETHLEN SAMUEL RACOS,RACOŞ,,BETHLEN,
,2962106703,2961101874,642157,136269,133321,2962106703,PRAHOVA,,,1,"GRĂDINIȚA CU PROGRAM NORMAL, COMUNA VADU SĂPAT",GRADINITA CU PROGRAM NORMAL COMUNA VADU SAPAT,VADU SĂPAT,,PRINCIPALĂ,
,2362100127,2361101309,,105936,105945,2362100127,ILFOV,,,315,GRĂDINIȚA NR. 2 VIDRA,GRADINITA NR 2 VIDRA,VIDRA,,PRICIPALĂ,
,1962103603,1961103915,,86311,86320,1962103603,HARGHITA,,,386,"GRĂDINIȚA ""BÓBITA"" VĂRȘAG",GRADINITA BÓBITA VARSAG,VĂRŞAG,,CENTRU,
29145786,1561105692,,568909,105142,105151,1561105692,DÂMBOVIŢA,,,37,ȘCOALA GIMNAZIALĂ SLOBOZIA MOARĂ,SCOALA GIMNAZIALA SLOBOZIA MOARA,SLOBOZIA MOARĂ,,PRIMĂRIEI,
,3462103076,3461100869,,154013,154040,3462103076,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 CUCUEȚI,GRADINITA CU PROGRAM NORMAL NR 3 CUCUETI,CUCUEŢI,,,
,2662104099,2661104805,,119661,119670,2662104099,MUREŞ,,,258,ȘCOALA PRIMARĂ SUPLAC,SCOALA PRIMARA SUPLAC,SUPLAC,,PRINCIPALA,
28032754,2661204979,,266314635,114809,114818,2661204979,MUREŞ,,,12,"ȘCOALA POSTLICEALĂ SANITARĂ ""EUGEN NICOARĂ"" REGHIN",SCOALA POSTLICEALA SANITARA EUGEN NICOARA REGHIN,REGHIN,,REPUBLICII,
,0762105502,0761105009,,37770,37798,0762105502,BOTOŞANI,,,1,GRADINIŢA CU PROGRAM NORMAL NR. 3 ALBA HUDEŞTI,GRADINITA CU PROGRAM NORMAL NR 3 ALBA HUDESTI,ALBA,,ALBA,
,3162100444,3161104475,666385,142284,142293,3162100444,SĂLAJ,,,417,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 PERICEI,GRADINITA CU PROGRAM PRELUNGIT NR 1 PERICEI,PERICEI,,BISERICII,
,2762101262,2761102539,,121876,121901,2762101262,NEAMŢ,,,,"ȘCOALA PRIMARĂ CRĂIEŞTI, COMUNA BOZIENI",SCOALA PRIMARA CRAIESTI COMUNA BOZIENI,CRĂIEŞTI,,NARCISELOR,
14061504,3361103114,,688840,148970,148989,3361103114,SUCEAVA,,,136,"SCOALA GIMNAZIALA ""MIHAIL SADOVEANU"" GRANICESTI",SCOALA GIMNAZIALA MIHAIL SADOVEANU GRANICESTI,GRĂNICEŞTI,,EROILOR,
14124254,3361103141,,336765963,149968,149977,3361103141,SUCEAVA,,,,SCOALA GIMNAZIALA PREUTESTI,SCOALA GIMNAZIALA PREUTESTI,PREUTEŞTI,,,
,1762100309,1761100042,,76004,76022,1762100309,GALAŢI,,,,"GRADINITA CU PROGRAM NORMAL NR.1, SAT MACISENI, COMUNA CORNI",GRADINITA CU PROGRAM NORMAL NR 1 SAT MACISENI COMUNA CORNI,MĂCIŞENI,,,
,2662106825,2661104583,,117550,117596,2662106825,MUREŞ,,,65,GRĂDINIȚA CU PROGRAM NORMAL DULCEA,GRADINITA CU PROGRAM NORMAL DULCEA,DULCEA,,PRINCIPALĂ,
3896976,3021100068,,111,136483,136492,3021100068,SATU MARE,,,6,INSPECTORATUL SCOLAR AL JUDETULUI SATU MARE,INSPECTORATUL SCOLAR AL JUDETULUI SATU MARE,SATU MARE,,01.dec.18,
14311236,2461200883,,243039349,106318,106327,2461200883,MARAMUREŞ,,,8,"LICEUL TEHNOLOGIC ""HENRI COANDA"" BAIA MARE",LICEUL TEHNOLOGIC HENRI COANDA BAIA MARE,BAIA MARE,,REPUBLICII,
14374579,2961103062,,640367,130534,130543,2961103062,PRAHOVA,,,58,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28, MUNICIPIUL PLOIEȘTI",GRADINITA CU PROGRAM PRELUNGIT NR 28 MUNICIPIUL PLOIESTI,PLOIEŞTI,,MĂRĂȘEȘTI,
,5162102581,5161100941,,103568,103577,5162102581,CĂLĂRAŞI,,,,GRADINITA PROGRAM NORMAL NR.1 GURBANESTI,GRADINITA PROGRAM NORMAL NR 1 GURBANESTI,GURBĂNEŞTI,,,
4695466,4061101019,,1183067,179132,179187,4061101019,MUNICIPIUL BUCUREŞTI,44.41304565,26.0864327059206,38,"Colegiul Economic ""Viilor""",COLEGIUL ECONOMIC VIILOR,BUCUREŞTI SECTORUL 5,287012794,Viilor,
4652708,3461100019,,694332,151870,151889,3461100019,TELEORMAN,,,19,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 ROȘIORI DE VEDE,GRADINITA CU PROGRAM PRELUNGIT NR 1 ROSIORI DE VEDE,ROSIORI DE VEDE,,MIHAI EMINESCU,
,2162100451,2161100849,,92658,92685,2162100451,IALOMIŢA,,,9,"ŞCOALA GIMNAZIALĂ NR.5 SLOBOZIA-LIC.TEH.""ÎNĂLŢAREA DOMNULUI"" SLOB.",SCOALA GIMNAZIALA NR 5 SLOBOZIA LIC TEH INALTAREA DOMNULUI SLOB ,SLOBOZIA NOUĂ,,SLOBOZIA NOUĂ,
,0162105081,0161102598,,6761,6770,0162105081,ALBA,,,,GRADINITA CU PROGRAM NORMAL ROSIA MONTANA,GRADINITA CU PROGRAM NORMAL ROSIA MONTANA,ROŞIA MONTANĂ,,,
,0562106162,0561108526,1161992,31878,31912,0562106162,BIHOR,,,,ȘCOALA PRIMARĂ NR.1 TELECHIU,SCOALA PRIMARA NR 1 TELECHIU,TELECHIU,,"sat Telechiu,nr.116",
20769239,4061102305,,768638,179132,179141,4061102305,MUNICIPIUL BUCUREŞTI,,,32,Şcoala Gimnazială nr. 192,SCOALA GIMNAZIALA NR 192,BUCUREŞTI SECTORUL 1,,Munteniei,
,1862101245,1861106119,,79308,79353,1862101245,GORJ,,,,"GRAD CU PR NORMAL TETILA, BUMBESTI-JIU",GRAD CU PR NORMAL TETILA BUMBESTI JIU,TETILA,,,
29029820,2661100041,,1230872,114319,114328,2661100041,MUREŞ,,,51,"ȘCOALA GIMNAZIALĂ ""TUDOR VLADIMIRESCU"" TÎRGU MUREȘ",SCOALA GIMNAZIALA TUDOR VLADIMIRESCU TIRGU MURES,TÎRGU MUREŞ,,CUTEZANTEI,
29146072,3561100058,,712184,156213,156222,3561100058,TIMIŞ,,,36,SCOALA GIMNAZIALA COM.CARPINIS,SCOALA GIMNAZIALA COM CARPINIS,CĂRPINIŞ,,a III-a,
,3762105987,3761104855,,161945,161954,3762105987,VASLUI,,,,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 19, MUN. VASLUI",GRADINITA CU PROGRAM PRELUNGIT NR 19 MUN VASLUI,VASLUI,,,
,1862102056,1861106309,,79077,79095,1862102056,GORJ,,,,"SCOALA PRIMARA BALACESTI, BOLBOSI",SCOALA PRIMARA BALACESTI BOLBOSI,BĂLĂCEŞTI,,,
,1062105546,1061100039,,47079,47097,1062105546,BUZĂU,,,,GRĂDINIȚA CU PROGRAM NORMAL NR.2 SAT FURTUNEȘTI COMUNA GURA TEGHII,GRADINITA CU PROGRAM NORMAL NR 2 SAT FURTUNESTI COMUNA GURA TEGHII,FURTUNEŞTI,,,
,1062102267,1061104174,,49894,49901,1062102267,BUZĂU,,,,"GRĂDINIŢA CU PROGRAM NORMAL ""FLUTURAŞII VESELI"" COMUNA ULMENI",GRADINITA CU PROGRAM NORMAL FLUTURASII VESELI COMUNA ULMENI,ULMENI,,,
29145948 ,1561105751,,468551,67121,67130,1561105751,DÂMBOVIŢA,,,,ȘCOALA GIMNAZIALĂ COSTEȘTI VALE,SCOALA GIMNAZIALA COSTESTI VALE,COSTEŞTII DIN VALE,,CRINULUI,
,2062102287,2061100923,,87139,87148,2062102287,HUNEDOARA,,,6,GRĂDINIȚA CU PROGRAM NORMAL NR 1 URICANI,GRADINITA CU PROGRAM NORMAL NR 1 URICANI,URICANI,,Aleea Jiului,
18990490,3461100593,,699124,154996,153222,3461100593,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ NENCIULEȘTI,SCOALA GIMNAZIALA NENCIULESTI,NENCIULEŞTI,,,
,3462102143,3461100634,,151870,151889,3462102143,TELEORMAN,,,23,GRĂDINIȚA CU PROGRAM NORMAL NR. 5 ROȘIORI DE VEDE,GRADINITA CU PROGRAM NORMAL NR 5 ROSIORI DE VEDE,ROSIORI DE VEDE,,DOROBANȚI,
21321640,0461104641,,347214,23289,23298,0461104641,BACĂU,,,,SCOALA GIMNAZIALA NR 1 LIVEZI,SCOALA GIMNAZIALA NR 1 LIVEZI,LIVEZI,,,
,1062101465,1061106312,,49313,49377,1062101465,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT GOLU GRABICINA COMUNA SCORŢOASA,GRADINITA CU PROGRAM NORMAL SAT GOLU GRABICINA COMUNA SCORTOASA,GOLU GRABICINA,,,
,3762101436,3761107564,,165185,165229,3762101436,VASLUI,,,,"ȘCOALA PRIMARĂ, SAT IVĂNEȘTI",SCOALA PRIMARA SAT IVANESTI,IVĂNEŞTI,,,
13505196,2161100754,,210240935,92701,92710,2161100754,IALOMIŢA,,,499,"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" FETEŞTI",LICEUL TEHNOLOGIC ANGHEL SALIGNY FETESTI,FETEŞTI,,CĂLĂRAŞI,
12877736,0161102639,,1163055,1455,1464,0161102639,ALBA,,,,SCOALA GIMNAZIALA CIMPENI,SCOALA GIMNAZIALA CIMPENI,CÂMPENI,,MOTILOR NR 29,
,0162100673,0161103025,,4106,4133,0162100673,ALBA,,,132,SCOALA PRIMARA DEAL,SCOALA PRIMARA DEAL,DEAL,,PRINCIPALA,
,3762100236,3761107573,,165336,165372,3762100236,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT FRASINU",GRADINITA CU PROGRAM NORMAL SAT FRASINU,FRASINU,,,
,2662103677,2661108402,,114319,114328,2662103677,MUREŞ,,,2/B,GRĂDINIȚA CU PROGRAM PRELUNGIT NR 10 TÎRGU MUREȘ,GRADINITA CU PROGRAM PRELUNGIT NR 10 TIRGU MURES,TÎRGU MUREŞ,,SECEREI,
12555730,0561101166,,365242,26564,26573,0561101166,BIHOR,,,8,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" ORADEA",SCOALA GIMNAZIALA NICOLAE BALCESCU ORADEA,ORADEA,,str. Erou Marius Cosma,
22757575,3961100613,,758425,178965,177174,3961100613,VRANCEA,,,1,SCOALA GIMNAZIALA SPULBER,SCOALA GIMNAZIALA SPULBER,SPULBER,,Principala,
,1662100722,1661105935,,74108,74117,1662100722,DOLJ,,,,GRADINITA CU PROGRAM NORMAL SEACA DE CAMP,GRADINITA CU PROGRAM NORMAL SEACA DE CAMP,SEACA DE CÂMP,,,
,5162102052,5161100525,,92961,92970,5162102052,CĂLĂRAŞI,,,,GRADINITA PROG. NORMAL NR.2 BORCEA,GRADINITA PROG NORMAL NR 2 BORCEA,BORCEA,,,
,3762106251,3761104715,,167311,166592,3762106251,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT POCHIDIA",GRADINITA CU PROGRAM NORMAL SAT POCHIDIA,POCHIDIA,,,
20745779,4061103808,,768286,179132,179141,4061103808,MUNICIPIUL BUCUREŞTI,,,40,"Şcoala Gimnazială ""Uruguay""",SCOALA GIMNAZIALA URUGUAY,BUCUREŞTI SECTORUL 1,,Virgiliu,
,3962102244,3961100111,,178046,178055,3962102244,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL TIMBOESTI,GRADINITA CU PROGRAM NORMAL TIMBOESTI,TÂMBOEŞTI,,Principala,
,0562108811,0561101695,364482,31976,31985,0562108811,BIHOR,,,75,ŞCOALA PRIMARĂ NR.2 TOMNATIC,SCOALA PRIMARA NR 2 TOMNATIC,VADU CRIŞULUI,,TOMNATIC,
,0662102161,0661101074,990578,33248,33257,0662102161,BISTRIŢA-NĂSĂUD,,,466,GRĂDINIȚA CU PROGRAM NORMAL NR.6 FELDRU,GRADINITA CU PROGRAM NORMAL NR 6 FELDRU,FELDRU,,Principală,
,0862102886,0861101035,,41943,41998,0862102886,BRAŞOV,,,,Grădinița cu Program Normal Seliștat,GRADINITA CU PROGRAM NORMAL SELISTAT,SELIŞTAT,,,
,0662101879,0661103664,372673,33621,33630,0662101879,BISTRIŢA-NĂSĂUD,,,180,GRĂDINIȚA CU PROGRAM NORMAL NR.1 MAIERU,GRADINITA CU PROGRAM NORMAL NR 1 MAIERU,MAIERU,,Principală,
,2162100184,2161101538,,94492,94508,2162100184,IALOMIŢA,,,1,ŞCOALA PRIMARĂ STELNICA-ŞC.GIM.MALTEZI,SCOALA PRIMARA STELNICA SC GIM MALTEZI,STELNICA,,PRUNILOR,
29413196,0361104801,,316480,13490,13506,0361104801,ARGEŞ,,,139,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""SFÂNTUL NICOLAE"" CÂMPULUNG",GRADINITA CU PROGRAM PRELUNGIT SFANTUL NICOLAE CAMPULUNG,CÂMPULUNG,,NEGRU VODĂ,
,3162102188,3161100105,,142952,143003,3162102188,SĂLAJ,,,134,ȘCOALA PRIMARĂ SUBCETATE,SCOALA PRIMARA SUBCETATE,SUB CETATE,,Principală,
,2362101101,2361101639,,100576,100585,2362101101,ILFOV,,,52,ȘCOALA GIMNAZIALĂ NR. 3 BUFTEA,SCOALA GIMNAZIALA NR 3 BUFTEA,BUFTEA,,INDEPENDENTEI,
,3562100506,3561101353,,155243,155252,3562100506,TIMIŞ,,,34,GRADINITA CU PROGRAM NORMAL NR.14 MUN.TIMISOARA,GRADINITA CU PROGRAM NORMAL NR 14 MUN TIMISOARA,TIMIŞOARA,,HERCULANE,
28987816,2561101713,,590225,112030,112049,2561101713,MEHEDINŢI,,,,ŞCOALA GIMNAZIALA GRUIA,SCOALA GIMNAZIALA GRUIA,GRUIA,,,
21367159,1641104562,,88888,69900,69919,1641104562,DOLJ,44.3220433,23.7869571078262,2,CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA,CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA,CRAIOVA,353275786,BEETHOVEN,
30175276,4061205767,,401974454,179132,179141,4061205767,MUNICIPIUL BUCUREŞTI,44.48247845,26.0489415934321,7A,"Grădiniţa cu program prelungit ""American Lycetuff""",GRADINITA CU PROGRAM PRELUNGIT AMERICAN LYCETUFF,BUCUREŞTI SECTORUL 1,42934489,Pajurei,
,1162102763,1161103886,,50790,50807,1162102763,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL NR.17 REŞIŢA,GRADINITA CU PROGRAM NORMAL NR 17 RESITA,REŞIŢA,,,
17193844,2261102587,,552156,98998,99030,2261102587,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, STICLĂRIA",SCOALA GIMNAZIALA STICLARIA,STICLĂRIA,,,
,2462102168,2461103368,,109176,109185,2462102168,MARAMUREŞ,,,63,GRADINITA CU PROGRAM NORMAL NR. 3 SOMCUTA MARE,GRADINITA CU PROGRAM NORMAL NR 3 SOMCUTA MARE,ŞOMCUŢA MARE,,B. BALCESCU,
21231245,1761100458,,496091,76175,76184,1761100458,GALAŢI,,,,"SCOALA GIMNAZIALA NR.1, COMUNA DRAGUSENI",SCOALA GIMNAZIALA NR 1 COMUNA DRAGUSENI,DRĂGUŞENI,,,
4637546,3161100304,,311157977,139704,139713,3161100304,SĂLAJ,,,2,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.12 ZALĂU,GRADINITA CU PROGRAM PRELUNGIT NR 12 ZALAU,ZALĂU,,Lazăr Gheorghe,
